DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,*AGRUPA EDAD PERSONA,CANTIDAD
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,1/24/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,1/26/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,1/27/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,1/28/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,1/31/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/2/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/3/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/5/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/5/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/7/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/11/18,FEMENINO,ADULTOS,3
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/16/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,2/25/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/4/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/7/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/9/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/14/18,MASCULINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/17/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/17/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/17/18,MASCULINO,MENORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/18/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/20/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,3/21/18,MASCULINO,MENORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/11/18,MASCULINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/15/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/20/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/25/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/26/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/29/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,4/30/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/1/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/4/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/9/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/9/18,MASCULINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/10/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/11/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/12/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/13/18,FEMENINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/14/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,5/24/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/3/18,FEMENINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/3/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/4/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/11/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/16/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/18/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/19/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/24/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/26/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/27/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,6/28/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/8/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/9/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/11/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/16/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/17/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/23/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,7/29/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/3/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/19/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/19/18,MASCULINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/20/18,FEMENINO,ADULTOS,3
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/25/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/28/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,8/29/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/8/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/12/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/17/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/18/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/22/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/23/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,9/24/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,11/15/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,11/20/18,FEMENINO,MENORES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,11/22/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,11/22/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,12/1/18,FEMENINO,ADULTOS,2
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,12/6/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,12/7/18,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,12/24/18,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,12/27/18,FEMENINO,ADOLESCENTES,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,12/31/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,3/2/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,3/4/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,3/20/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,4/8/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,9/21/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,9/28/18,MASCULINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,10/6/18,FEMENINO,ADULTOS,1
CAUCA,SILVIA,19743000,CONTUNDENTES,12/19/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,2/1/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,2/18/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,7/8/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,7/18/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,8/2/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,11/21/18,FEMENINO,ADULTOS,1
CAUCA,SOTARA,19760000,CONTUNDENTES,12/11/18,FEMENINO,ADOLESCENTES,1
CAUCA,SOTARA,19760000,CONTUNDENTES,12/15/18,FEMENINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,CONTUNDENTES,4/14/18,FEMENINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,CONTUNDENTES,6/17/18,FEMENINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,CONTUNDENTES,12/6/18,FEMENINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,CONTUNDENTES,12/20/18,FEMENINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,CONTUNDENTES,12/24/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,1/14/18,FEMENINO,ADULTOS,2
CAUCA,TIMBÍO,19807000,CONTUNDENTES,1/27/18,FEMENINO,ADOLESCENTES,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,1/28/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,1/29/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,2/18/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,3/25/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,4/19/18,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,5/1/18,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,5/8/18,FEMENINO,ADULTOS,2
CAUCA,TIMBÍO,19807000,CONTUNDENTES,5/15/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,5/20/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,6/5/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,6/6/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,6/8/18,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,6/30/18,FEMENINO,ADULTOS,2
CAUCA,TIMBÍO,19807000,CONTUNDENTES,7/2/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,7/4/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,7/21/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,8/20/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,8/26/18,MASCULINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,10/20/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,10/30/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,11/7/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,12/16/18,FEMENINO,ADULTOS,1
CAUCA,TIMBÍO,19807000,CONTUNDENTES,12/19/18,FEMENINO,ADULTOS,1
CAUCA,TIMBIQUÍ,19809000,CONTUNDENTES,2/19/18,FEMENINO,ADULTOS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,1/3/18,FEMENINO,ADULTOS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,3/24/18,FEMENINO,ADULTOS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,6/26/18,FEMENINO,ADULTOS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,9/24/18,FEMENINO,ADULTOS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,12/1/18,FEMENINO,ADULTOS,1
CAUCA,TORIBIO,19821000,CONTUNDENTES,12/30/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,4/13/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,4/27/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,6/2/18,MASCULINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,6/4/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,7/7/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,7/9/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,7/26/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,8/16/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,8/23/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,8/23/18,FEMENINO,MENORES,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,8/23/18,MASCULINO,ADOLESCENTES,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,8/23/18,MASCULINO,MENORES,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,12/10/18,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,CONTUNDENTES,12/25/18,FEMENINO,ADULTOS,2
CAUCA,VILLA RICA,19845000,CONTUNDENTES,1/4/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,1/23/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,1/27/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,1/29/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,2/1/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,2/7/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,2/11/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,2/15/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,2/25/18,FEMENINO,ADULTOS,2
CAUCA,VILLA RICA,19845000,CONTUNDENTES,3/5/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,4/9/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,4/22/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,5/20/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,5/27/18,MASCULINO,ADOLESCENTES,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,6/9/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,6/10/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,6/26/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,6/30/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,7/8/18,FEMENINO,ADULTOS,2
CAUCA,VILLA RICA,19845000,CONTUNDENTES,7/9/18,MASCULINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,7/17/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,8/18/18,MASCULINO,ADOLESCENTES,2
CAUCA,VILLA RICA,19845000,CONTUNDENTES,8/19/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,11/13/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,11/14/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,11/23/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,12/16/18,FEMENINO,ADULTOS,1
CAUCA,VILLA RICA,19845000,CONTUNDENTES,12/19/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/1/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/3/18,FEMENINO,ADOLESCENTES,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/3/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/9/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/15/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/17/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/18/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/22/18,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/24/18,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/27/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,1/30/18,FEMENINO,ADULTOS,3
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/2/18,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/5/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/6/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/8/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/11/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/14/18,FEMENINO,ADULTOS,2
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/15/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/16/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/18/18,MASCULINO,ADOLESCENTES,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/20/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/21/18,FEMENINO,ADULTOS,2
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/22/18,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/24/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/27/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/27/18,FEMENINO,MENORES,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,2/28/18,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/2/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/3/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/4/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/5/18,FEMENINO,ADOLESCENTES,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/6/18,FEMENINO,ADULTOS,3
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/7/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/15/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/15/18,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,3/19/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,4/2/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,4/9/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,5/5/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,6/4/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,8/7/18,FEMENINO,ADULTOS,1
CESAR,AGUACHICA,20011000,CONTUNDENTES,10/2/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,1/6/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,1/14/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,1/15/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,1/28/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,1/31/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,3/2/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,3/19/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,3/19/18,MASCULINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,3/20/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,5/24/18,FEMENINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,10/7/18,MASCULINO,ADULTOS,1
CESAR,BECERRIL,20045000,CONTUNDENTES,1/3/18,FEMENINO,ADULTOS,1
CESAR,BECERRIL,20045000,CONTUNDENTES,5/4/18,FEMENINO,ADULTOS,1
CESAR,BECERRIL,20045000,CONTUNDENTES,6/27/18,FEMENINO,ADULTOS,1
CESAR,BOSCONIA,20060000,CONTUNDENTES,1/8/18,FEMENINO,ADULTOS,1
CESAR,BOSCONIA,20060000,CONTUNDENTES,1/28/18,FEMENINO,ADULTOS,1
CESAR,BOSCONIA,20060000,CONTUNDENTES,4/17/18,FEMENINO,ADULTOS,1
CESAR,BOSCONIA,20060000,CONTUNDENTES,4/26/18,MASCULINO,MENORES,1
CESAR,BOSCONIA,20060000,CONTUNDENTES,7/31/18,FEMENINO,ADULTOS,1
CESAR,BOSCONIA,20060000,CONTUNDENTES,9/9/18,FEMENINO,ADULTOS,1
CESAR,CHIMICHAGUA,20175000,CONTUNDENTES,1/29/18,FEMENINO,ADOLESCENTES,1
CESAR,CHIMICHAGUA,20175000,CONTUNDENTES,4/8/18,FEMENINO,ADULTOS,1
CESAR,CHIRIGUANÁ,20178000,CONTUNDENTES,1/20/18,FEMENINO,ADULTOS,1
CESAR,CHIRIGUANÁ,20178000,CONTUNDENTES,3/25/18,FEMENINO,ADULTOS,1
CESAR,CHIRIGUANÁ,20178000,CONTUNDENTES,5/13/18,FEMENINO,ADULTOS,1
CESAR,CHIRIGUANÁ,20178000,CONTUNDENTES,6/23/18,FEMENINO,ADOLESCENTES,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,1/3/18,FEMENINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,3/10/18,FEMENINO,ADOLESCENTES,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,3/10/18,FEMENINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,3/13/18,FEMENINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,3/28/18,FEMENINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,4/8/18,FEMENINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,5/21/18,MASCULINO,MENORES,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,8/20/18,FEMENINO,ADOLESCENTES,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,8/24/18,FEMENINO,ADULTOS,1
CESAR,CURUMANÍ,20228000,CONTUNDENTES,10/1/18,FEMENINO,ADOLESCENTES,1
CESAR,EL COPEY,20238000,CONTUNDENTES,3/9/18,MASCULINO,MENORES,1
CESAR,EL COPEY,20238000,CONTUNDENTES,8/11/18,FEMENINO,ADULTOS,1
CESAR,EL COPEY,20238000,CONTUNDENTES,10/7/18,FEMENINO,ADULTOS,1
CESAR,EL COPEY,20238000,CONTUNDENTES,10/21/18,FEMENINO,ADULTOS,1
CESAR,EL PASO,20250000,CONTUNDENTES,3/3/18,FEMENINO,ADULTOS,1
CESAR,EL PASO,20250000,CONTUNDENTES,5/14/18,FEMENINO,ADULTOS,1
CESAR,EL PASO,20250000,CONTUNDENTES,5/27/18,MASCULINO,ADULTOS,1
CESAR,EL PASO,20250000,CONTUNDENTES,9/1/18,MASCULINO,ADULTOS,1
CESAR,GAMARRA,20295000,CONTUNDENTES,4/28/18,FEMENINO,ADULTOS,1
CESAR,GAMARRA,20295000,CONTUNDENTES,9/27/18,FEMENINO,ADULTOS,1
