,Year,Census Tract,Age Group,Men (rate per hundred thousand inhabitants),Women (rate per hundred thousand inhabitants)
303,2011,Valle del Cauca,Adults or of legal age (> 18 years),1.0971619164127195,14.450804582510697
304,2011,Atlántico,"Boys, girls and adolescents or minors (<18 years)",32.76761259176807,162.5560831575145
305,2011,Atlántico,Adults or of legal age (> 18 years),1.4532867400796665,14.775909059867265
306,2011,Arauca,"Boys, girls and adolescents or minors (<18 years)",49.26541743643882,221.06254982967312
307,2011,Arauca,Adults or of legal age (> 18 years),1.438538444939941,18.832118903101506
308,2011,Casanare,"Boys, girls and adolescents or minors (<18 years)",60.92174601724086,450.3930992774612
309,2011,Casanare,Adults or of legal age (> 18 years),7.760360080707745,33.947720510413966
310,2011,Putumayo,"Boys, girls and adolescents or minors (<18 years)",15.344055573379459,189.47886081258952
311,2011,Putumayo,Adults or of legal age (> 18 years),0.0,21.497748110885386
312,2011,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",33.140016570008285,190.3608202820801
313,2011,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,35.17273722057214
314,2011,Amazonas,"Boys, girls and adolescents or minors (<18 years)",57.84359093012494,540.2837974232618
315,2011,Amazonas,Adults or of legal age (> 18 years),20.369710240871825,68.0984808800419
316,2011,Guainía,"Boys, girls and adolescents or minors (<18 years)",0.0,11.453441759248655
317,2011,Guaviare,"Boys, girls and adolescents or minors (<18 years)",16.607157684962218,119.12359072537757
318,2011,Guaviare,Adults or of legal age (> 18 years),3.2325844512687896,0.0
319,2011,Vichada,"Boys, girls and adolescents or minors (<18 years)",31.318509238960228,98.21896280775276
320,2011,Vichada,Adults or of legal age (> 18 years),17.332023802646024,29.875717017208412
321,2011,Sin información,"Boys, girls and adolescents or minors (<18 years)",0.0,0.0
322,2011,Sin información,Adults or of legal age (> 18 years),0.0,0.0
323,2012,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",60.38792135006079,249.30814672294173
324,2012,Bogotá D.C.,Adults or of legal age (> 18 years),2.096672422625865,19.552642583682665
325,2012,Bolívar,"Boys, girls and adolescents or minors (<18 years)",30.110139721613265,164.47504359828417
326,2012,Bolívar,Adults or of legal age (> 18 years),1.2613720574554972,15.236394976606748
327,2012,Boyacá,"Boys, girls and adolescents or minors (<18 years)",31.384505021520802,187.60033055653182
328,2012,Boyacá,Adults or of legal age (> 18 years),1.6949193581582522,18.13727799500636
329,2012,Caldas,"Boys, girls and adolescents or minors (<18 years)",68.89266522757543,240.71787726836936
330,2012,Caldas,Adults or of legal age (> 18 years),0.6090968616284205,19.35711921180055
331,2012,Caquetá,"Boys, girls and adolescents or minors (<18 years)",14.655849254121957,190.15125173852573
332,2012,Caquetá,Adults or of legal age (> 18 years),0.0,14.680084263683673
333,2012,Cauca,"Boys, girls and adolescents or minors (<18 years)",15.387667998914765,104.64594083903165
334,2012,Cauca,Adults or of legal age (> 18 years),1.6156766800152333,16.416125325391057
335,2012,Cesar,"Boys, girls and adolescents or minors (<18 years)",38.69527471164579,222.9619720208651
336,2012,Cesar,Adults or of legal age (> 18 years),0.6812754839610718,20.093285548645515
337,2012,Córdoba,"Boys, girls and adolescents or minors (<18 years)",16.72008681826212,131.24704528849554
338,2012,Córdoba,Adults or of legal age (> 18 years),0.7966715064460683,9.196193949687036
339,2012,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",44.81761972706984,272.64965237169326
340,2012,Cundinamarca,Adults or of legal age (> 18 years),3.8153103635752323,22.815449649661243
341,2012,Chocó,"Boys, girls and adolescents or minors (<18 years)",7.093141818504234,69.25333965118186
342,2012,Chocó,Adults or of legal age (> 18 years),0.772242515039423,20.221235292796
343,2012,Huila,"Boys, girls and adolescents or minors (<18 years)",41.043066585216856,207.6786310143383
344,2012,Huila,Adults or of legal age (> 18 years),1.7209729233593392,18.981245396339737
345,2012,La Guajira,"Boys, girls and adolescents or minors (<18 years)",12.070639481487312,84.82594368862354
346,2012,La Guajira,Adults or of legal age (> 18 years),0.8251369727374744,7.7610527091894745
347,2012,Magdalena,"Boys, girls and adolescents or minors (<18 years)",16.114831934094266,127.85930527027807
348,2012,Magdalena,Adults or of legal age (> 18 years),0.5500111377255389,11.833733295171836
349,2012,Antioquia,"Boys, girls and adolescents or minors (<18 years)",46.43174584384851,206.28071910890148
350,2012,Antioquia,Adults or of legal age (> 18 years),1.407945375603414,19.278357216828535
351,2012,Meta,"Boys, girls and adolescents or minors (<18 years)",86.4304235090752,364.165130710409
352,2012,Meta,Adults or of legal age (> 18 years),2.4016358571095284,27.75868897743083
353,2012,Nariño,"Boys, girls and adolescents or minors (<18 years)",9.206226039152764,91.15332949529841
354,2012,Nariño,Adults or of legal age (> 18 years),0.37091644179857386,16.12808632924755
355,2012,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",37.567445950353175,145.69153911472992
356,2012,Norte de Santander,Adults or of legal age (> 18 years),1.4536890995122873,15.444691866871366
357,2012,Quindio,"Boys, girls and adolescents or minors (<18 years)",74.08436356901422,326.38259292837716
358,2012,Quindio,Adults or of legal age (> 18 years),1.6091485458660975,22.467534412773542
359,2012,Risaralda,"Boys, girls and adolescents or minors (<18 years)",65.45404437095218,277.93578675268753
360,2012,Risaralda,Adults or of legal age (> 18 years),2.2524914163987813,18.17531557624545
361,2012,Santander,"Boys, girls and adolescents or minors (<18 years)",56.95251699339966,291.0223332934081
362,2012,Santander,Adults or of legal age (> 18 years),3.2424417944851958,22.5460001029879
363,2012,Sucre,"Boys, girls and adolescents or minors (<18 years)",30.696425145488263,246.55129673922508
364,2012,Sucre,Adults or of legal age (> 18 years),1.903521896212372,16.24883936861653
365,2012,Tolima,"Boys, girls and adolescents or minors (<18 years)",29.72457937684252,150.24414673844998
366,2012,Tolima,Adults or of legal age (> 18 years),1.3187363867941737,14.013271646192917
367,2012,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",36.36831020269855,206.67423659322822
368,2012,Valle del Cauca,Adults or of legal age (> 18 years),1.6161344085116411,13.466158996516388
369,2012,Atlántico,"Boys, girls and adolescents or minors (<18 years)",29.799616361241466,143.8618925831202
370,2012,Atlántico,Adults or of legal age (> 18 years),1.424333573743576,13.04386517763428
371,2012,Arauca,"Boys, girls and adolescents or minors (<18 years)",36.75891403665389,225.5422034571109
372,2012,Arauca,Adults or of legal age (> 18 years),8.494131970497047,26.997456555408725
373,2012,Casanare,"Boys, girls and adolescents or minors (<18 years)",57.6360134079568,420.4547257524553
374,2012,Casanare,Adults or of legal age (> 18 years),2.8346813818126844,26.1891828974936
375,2012,Putumayo,"Boys, girls and adolescents or minors (<18 years)",18.195560283290877,137.9070071276148
376,2012,Putumayo,Adults or of legal age (> 18 years),1.0238453583970677,24.14875633904854
377,2012,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",8.357709987463435,122.12142358688067
378,2012,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),3.9799410968717663,19.241129839144154
379,2012,Amazonas,"Boys, girls and adolescents or minors (<18 years)",23.137436372049976,236.88262465948122
380,2012,Amazonas,Adults or of legal age (> 18 years),9.986518200429419,25.643655759565082
381,2012,Guaviare,"Boys, girls and adolescents or minors (<18 years)",20.674826331458817,225.13911898390046
382,2012,Guaviare,Adults or of legal age (> 18 years),0.0,22.115739034279397
383,2012,Vichada,"Boys, girls and adolescents or minors (<18 years)",30.824240182479503,90.2178115736564
384,2012,Vichada,Adults or of legal age (> 18 years),0.0,11.541346875180334
385,2012,Sin información,"Boys, girls and adolescents or minors (<18 years)",0.0,0.0
386,2013,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",47.98263722900715,233.35996495415114
387,2013,Bogotá D.C.,Adults or of legal age (> 18 years),1.5873986871825685,16.073069209599044
388,2013,Bolívar,"Boys, girls and adolescents or minors (<18 years)",26.486137155812646,166.20697461892493
389,2013,Bolívar,Adults or of legal age (> 18 years),1.5453036676237248,15.704466108554103
390,2013,Boyacá,"Boys, girls and adolescents or minors (<18 years)",37.28272582192497,193.15992292870905
391,2013,Boyacá,Adults or of legal age (> 18 years),1.9171227821285812,13.550705337576105
392,2013,Caldas,"Boys, girls and adolescents or minors (<18 years)",69.56913515626553,291.13500863654093
393,2013,Caldas,Adults or of legal age (> 18 years),0.9071858188712794,16.995572792595503
394,2013,Caquetá,"Boys, girls and adolescents or minors (<18 years)",26.14078380526162,146.39065702295622
395,2013,Caquetá,Adults or of legal age (> 18 years),1.4454626926079037,12.924720682425253
396,2013,Cauca,"Boys, girls and adolescents or minors (<18 years)",13.46784857240805,108.83018223720711
397,2013,Cauca,Adults or of legal age (> 18 years),0.9065114719026769,13.820331089065125
398,2013,Cesar,"Boys, girls and adolescents or minors (<18 years)",36.285552385402276,230.2076025671006
399,2013,Cesar,Adults or of legal age (> 18 years),0.6662358341605762,21.2733725064223
400,2013,Córdoba,"Boys, girls and adolescents or minors (<18 years)",17.637128675451635,121.34881849778075
401,2013,Córdoba,Adults or of legal age (> 18 years),0.7780390692318615,10.130279213431605
402,2013,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",52.663976472197525,260.8490577274449
403,2013,Cundinamarca,Adults or of legal age (> 18 years),1.866159071399246,19.83101707053949
404,2013,Chocó,"Boys, girls and adolescents or minors (<18 years)",3.5511363636363633,68.39695770332135
405,2013,Chocó,Adults or of legal age (> 18 years),0.0,12.52089885323297
406,2013,Huila,"Boys, girls and adolescents or minors (<18 years)",33.55029188753942,194.63624537176025
407,2013,Huila,Adults or of legal age (> 18 years),1.6821470925489295,19.937584284753008
408,2013,La Guajira,"Boys, girls and adolescents or minors (<18 years)",18.379631284174625,86.78993660100973
409,2013,La Guajira,Adults or of legal age (> 18 years),0.7973146442780714,6.749308195909919
410,2013,Magdalena,"Boys, girls and adolescents or minors (<18 years)",17.702457101045624,138.2754777727329
411,2013,Magdalena,Adults or of legal age (> 18 years),0.5406866720735334,15.169574168382272
412,2013,Antioquia,"Boys, girls and adolescents or minors (<18 years)",40.03243548737186,189.88101361313994
413,2013,Antioquia,Adults or of legal age (> 18 years),1.4276849042308966,18.13207314696766
414,2013,Meta,"Boys, girls and adolescents or minors (<18 years)",77.17596728225135,380.8969427009516
415,2013,Meta,Adults or of legal age (> 18 years),4.352586273282152,20.422212779693734
416,2013,Nariño,"Boys, girls and adolescents or minors (<18 years)",12.188694162603769,93.58930407953376
417,2013,Nariño,Adults or of legal age (> 18 years),1.0899954765187725,14.02723801885045
418,2013,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",23.281531924800653,131.3496501677634
419,2013,Norte de Santander,Adults or of legal age (> 18 years),1.4282789714487034,12.242788090941243
420,2013,Quindio,"Boys, girls and adolescents or minors (<18 years)",103.97439192504497,354.19847328244276
421,2013,Quindio,Adults or of legal age (> 18 years),3.178285950386956,17.265619219100707
422,2013,Risaralda,"Boys, girls and adolescents or minors (<18 years)",71.04449335525032,335.23128049622954
423,2013,Risaralda,Adults or of legal age (> 18 years),1.9056875244166214,19.690796579592806
424,2013,Santander,"Boys, girls and adolescents or minors (<18 years)",57.4052812858783,290.70435105011205
425,2013,Santander,Adults or of legal age (> 18 years),2.4710487566990857,21.026303493389772
426,2013,Sucre,"Boys, girls and adolescents or minors (<18 years)",22.52397194156638,206.83986417291004
427,2013,Sucre,Adults or of legal age (> 18 years),2.9876051730383573,18.98614011771407
428,2013,Tolima,"Boys, girls and adolescents or minors (<18 years)",32.93577112932642,161.8433565701423
429,2013,Tolima,Adults or of legal age (> 18 years),2.17780942860814,10.024912975223534
430,2013,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",42.79921578893956,193.91389793035682
431,2013,Valle del Cauca,Adults or of legal age (> 18 years),1.4555174033569525,12.814774063612537
432,2013,Atlántico,"Boys, girls and adolescents or minors (<18 years)",30.57713081247447,165.5081967213115
433,2013,Atlántico,Adults or of legal age (> 18 years),0.8888900176381176,13.29070728115234
434,2013,Arauca,"Boys, girls and adolescents or minors (<18 years)",24.393218685205515,199.56491253303605
435,2013,Arauca,Adults or of legal age (> 18 years),4.179961265692271,26.483789133283153
436,2013,Casanare,"Boys, girls and adolescents or minors (<18 years)",49.81733643307871,350.8439218661104
437,2013,Casanare,Adults or of legal age (> 18 years),4.606936203147459,21.700160392489856
438,2013,Putumayo,"Boys, girls and adolescents or minors (<18 years)",15.454864769933263,186.51007591542935
439,2013,Putumayo,Adults or of legal age (> 18 years),0.0,20.50461866535437
440,2013,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",8.42034355001684,149.43741209563993
441,2013,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,15.159554309103312
442,2013,Amazonas,"Boys, girls and adolescents or minors (<18 years)",17.34505087881591,212.91696238466997
443,2013,Amazonas,Adults or of legal age (> 18 years),4.904364884747426,50.13285205795358
444,2013,Guaviare,"Boys, girls and adolescents or minors (<18 years)",37.02027888610094,122.89177048902448
445,2013,Guaviare,Adults or of legal age (> 18 years),3.1086794329768717,14.359047995117924
446,2013,Vaupés,"Boys, girls and adolescents or minors (<18 years)",0.0,10.440593025683858
447,2013,Vichada,"Boys, girls and adolescents or minors (<18 years)",12.1410793419535,145.6710367977706
448,2013,Vichada,Adults or of legal age (> 18 years),0.0,5.575379125780553
449,2013,Sin información,"Boys, girls and adolescents or minors (<18 years)",0.0,0.0
450,2014,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",51.66012810641094,261.9125402529519
451,2014,Bogotá D.C.,Adults or of legal age (> 18 years),1.8199486850302016,17.84701847912866
452,2014,Bolívar,"Boys, girls and adolescents or minors (<18 years)",25.758617850987726,177.63906067121002
453,2014,Bolívar,Adults or of legal age (> 18 years),1.8178210082544224,14.520820337446086
454,2014,Boyacá,"Boys, girls and adolescents or minors (<18 years)",26.72244593312017,144.4818665495192
455,2014,Boyacá,Adults or of legal age (> 18 years),0.9493385483664256,12.518749145131713
456,2014,Caldas,"Boys, girls and adolescents or minors (<18 years)",52.14182576608375,259.21841082956917
457,2014,Caldas,Adults or of legal age (> 18 years),0.6008171112713291,17.440943029021177
458,2014,Caquetá,"Boys, girls and adolescents or minors (<18 years)",20.885765306655248,98.46566686143392
459,2014,Caquetá,Adults or of legal age (> 18 years),2.83649720959587,9.835259404966806
460,2014,Cauca,"Boys, girls and adolescents or minors (<18 years)",12.74340939641458,104.83531403332388
461,2014,Cauca,Adults or of legal age (> 18 years),0.8904620384902215,17.203522194807253
462,2014,Cesar,"Boys, girls and adolescents or minors (<18 years)",39.32989819032684,218.71810360989025
463,2014,Cesar,Adults or of legal age (> 18 years),0.9780301820114169,19.88002562314414
464,2014,Córdoba,"Boys, girls and adolescents or minors (<18 years)",16.026547504572278,127.54892388813829
465,2014,Córdoba,Adults or of legal age (> 18 years),0.19008913279436726,11.395606900133384
466,2014,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",48.14745840468393,263.1610142367738
467,2014,Cundinamarca,Adults or of legal age (> 18 years),2.6263113001040246,18.30898238675894
468,2014,Chocó,"Boys, girls and adolescents or minors (<18 years)",8.883282550568085,128.600353878988
469,2014,Chocó,Adults or of legal age (> 18 years),1.4817009927396652,21.74574870612795
470,2014,Huila,"Boys, girls and adolescents or minors (<18 years)",32.709920726545064,192.89212608313449
471,2014,Huila,Adults or of legal age (> 18 years),2.469000329200044,20.59308072487644
472,2014,La Guajira,"Boys, girls and adolescents or minors (<18 years)",15.41920337431857,99.03645779602616
473,2014,La Guajira,Adults or of legal age (> 18 years),0.0,14.14124566244484
474,2014,Magdalena,"Boys, girls and adolescents or minors (<18 years)",15.748527512677565,161.5061793668627
475,2014,Magdalena,Adults or of legal age (> 18 years),0.0,12.530225837325677
476,2014,Antioquia,"Boys, girls and adolescents or minors (<18 years)",38.58151370875061,206.17715342372196
477,2014,Antioquia,Adults or of legal age (> 18 years),1.5407198243019138,21.111548789561628
478,2014,Meta,"Boys, girls and adolescents or minors (<18 years)",78.26139305279634,373.2794639832369
479,2014,Meta,Adults or of legal age (> 18 years),3.2698866330304326,21.171285321562955
480,2014,Nariño,"Boys, girls and adolescents or minors (<18 years)",10.231934858881814,77.8578459786594
481,2014,Nariño,Adults or of legal age (> 18 years),0.5340406404927415,13.058977164437229
482,2014,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",29.737970781396598,103.36931632319266
483,2014,Norte de Santander,Adults or of legal age (> 18 years),0.7016985783586802,11.817774378619193
484,2014,Quindio,"Boys, girls and adolescents or minors (<18 years)",76.57418860811686,387.0808678500986
485,2014,Quindio,Adults or of legal age (> 18 years),3.1406541982694995,14.141788497361825
486,2014,Risaralda,"Boys, girls and adolescents or minors (<18 years)",66.14454694503671,284.78945398228143
487,2014,Risaralda,Adults or of legal age (> 18 years),2.8229360416790823,15.452368075407556
488,2014,Santander,"Boys, girls and adolescents or minors (<18 years)",55.92576092211152,269.8319863887707
489,2014,Santander,Adults or of legal age (> 18 years),2.008282731780931,18.737525288870184
490,2014,Sucre,"Boys, girls and adolescents or minors (<18 years)",38.16892661215195,215.27796582631538
491,2014,Sucre,Adults or of legal age (> 18 years),1.099811565618424,18.27430855983531
492,2014,Tolima,"Boys, girls and adolescents or minors (<18 years)",29.528705228660314,151.07470049330513
493,2014,Tolima,Adults or of legal age (> 18 years),0.8636771920127133,12.878925433133041
494,2014,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",38.317520575325,201.87947162257345
495,2014,Valle del Cauca,Adults or of legal age (> 18 years),1.7562951798804027,13.245801637673404
496,2014,Atlántico,"Boys, girls and adolescents or minors (<18 years)",31.105369438974524,190.88228575629557
497,2014,Atlántico,Adults or of legal age (> 18 years),1.61980044058572,13.177602311727947
498,2014,Arauca,"Boys, girls and adolescents or minors (<18 years)",36.43935450286309,188.11473207087445
499,2014,Arauca,Adults or of legal age (> 18 years),1.371553970648745,12.313585989875495
500,2014,Casanare,"Boys, girls and adolescents or minors (<18 years)",55.55722394065888,363.3217993079585
501,2014,Casanare,Adults or of legal age (> 18 years),4.496685942460407,31.23048094940662
502,2014,Putumayo,"Boys, girls and adolescents or minors (<18 years)",19.736656610370204,191.52046783625732
503,2014,Putumayo,Adults or of legal age (> 18 years),2.9467232437529467,25.02702919152685
504,2014,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",16.943409013893596,70.77140835102618
505,2014,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,26.143790849673206
506,2014,Amazonas,"Boys, girls and adolescents or minors (<18 years)",28.861694758716233,229.871507721325
507,2014,Amazonas,Adults or of legal age (> 18 years),9.658569565847298,24.520621842969938
508,2014,Guaviare,"Boys, girls and adolescents or minors (<18 years)",36.883734273185524,143.6478093709071
509,2014,Guaviare,Adults or of legal age (> 18 years),0.0,3.5011553812758214
510,2014,Vichada,"Boys, girls and adolescents or minors (<18 years)",0.0,43.64633994263624
511,2014,Vichada,Adults or of legal age (> 18 years),10.573618821041501,10.783996549121104
512,2015,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",59.793751776383885,304.6260280192287
513,2015,Bogotá D.C.,Adults or of legal age (> 18 years),1.2633924241788042,18.26316622647326
514,2015,Bolívar,"Boys, girls and adolescents or minors (<18 years)",26.87857272117606,182.72107447755357
515,2015,Bolívar,Adults or of legal age (> 18 years),0.7428669911509683,19.19525353730714
516,2015,Boyacá,"Boys, girls and adolescents or minors (<18 years)",34.53054786913855,187.83427085701857
517,2015,Boyacá,Adults or of legal age (> 18 years),2.586403511865714,17.03118778725745
518,2015,Caldas,"Boys, girls and adolescents or minors (<18 years)",66.727777627996,255.58969711558885
519,2015,Caldas,Adults or of legal age (> 18 years),1.4925640459232106,14.034469758469529
520,2015,Caquetá,"Boys, girls and adolescents or minors (<18 years)",20.858754940917578,127.44769784094959
521,2015,Caquetá,Adults or of legal age (> 18 years),2.0874211998497056,15.125056718962696
522,2015,Cauca,"Boys, girls and adolescents or minors (<18 years)",26.48436594772648,122.32600962182676
523,2015,Cauca,Adults or of legal age (> 18 years),1.09427627849769,14.023528364255585
524,2015,Cesar,"Boys, girls and adolescents or minors (<18 years)",37.384668298299744,243.14142900374625
525,2015,Cesar,Adults or of legal age (> 18 years),1.2772697082715987,21.951046075554885
526,2015,Córdoba,"Boys, girls and adolescents or minors (<18 years)",14.41197572522002,123.77899228182315
527,2015,Córdoba,Adults or of legal age (> 18 years),0.18593892650020175,10.598040093482023
528,2015,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",47.70194198901273,244.811320754717
529,2015,Cundinamarca,Adults or of legal age (> 18 years),2.3492928628482828,16.090017122822278
530,2015,Chocó,"Boys, girls and adolescents or minors (<18 years)",9.771437200749736,101.1490901138155
531,2015,Chocó,Adults or of legal age (> 18 years),0.0,21.410525414293666
532,2015,Huila,"Boys, girls and adolescents or minors (<18 years)",27.482461850003613,190.36971006390985
533,2015,Huila,Adults or of legal age (> 18 years),0.8063540700721686,15.925003848542596
534,2015,La Guajira,"Boys, girls and adolescents or minors (<18 years)",21.847629774920865,113.82867273752922
535,2015,La Guajira,Adults or of legal age (> 18 years),1.1184723159460597,14.383037837913687
536,2015,Magdalena,"Boys, girls and adolescents or minors (<18 years)",19.308518603166597,159.13167836387836
537,2015,Magdalena,Adults or of legal age (> 18 years),0.7835168939300946,17.575107352428116
538,2015,Antioquia,"Boys, girls and adolescents or minors (<18 years)",41.284163415453214,198.1066465156126
539,2015,Antioquia,Adults or of legal age (> 18 years),1.4212764162561011,18.30362508777516
540,2015,Meta,"Boys, girls and adolescents or minors (<18 years)",62.5901596347119,342.48491139523753
541,2015,Meta,Adults or of legal age (> 18 years),1.9174965165479951,20.95157684068984
542,2015,Nariño,"Boys, girls and adolescents or minors (<18 years)",8.266293691495306,65.21477972850057
543,2015,Nariño,Adults or of legal age (> 18 years),1.2216063774833512,11.776237630620988
544,2015,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",29.12387778101376,133.02718057012902
545,2015,Norte de Santander,Adults or of legal age (> 18 years),1.1492905429478384,7.455420968152196
546,2015,Quindio,"Boys, girls and adolescents or minors (<18 years)",83.02889405513119,345.39310207732825
547,2015,Quindio,Adults or of legal age (> 18 years),1.5526262673311908,26.532492655323626
548,2015,Risaralda,"Boys, girls and adolescents or minors (<18 years)",41.88466808175319,269.45598022015446
549,2015,Risaralda,Adults or of legal age (> 18 years),0.9300076260625336,14.430218575369597
550,2015,Santander,"Boys, girls and adolescents or minors (<18 years)",62.65143427033454,321.04401496636603
551,2015,Santander,Adults or of legal age (> 18 years),2.2666678000005667,17.318039758997326
552,2015,Sucre,"Boys, girls and adolescents or minors (<18 years)",30.52879774996265,239.85540727855843
553,2015,Sucre,Adults or of legal age (> 18 years),1.0807695078896173,23.45955060298376
554,2015,Tolima,"Boys, girls and adolescents or minors (<18 years)",28.967497628023743,203.07139937078972
555,2015,Tolima,Adults or of legal age (> 18 years),0.856811760598226,12.9657474230577
556,2015,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",42.2010523515942,215.32599859758858
557,2015,Valle del Cauca,Adults or of legal age (> 18 years),1.3440997859681103,14.073726717066759
558,2015,Atlántico,"Boys, girls and adolescents or minors (<18 years)",26.36045028670128,185.03381335239743
559,2015,Atlántico,Adults or of legal age (> 18 years),0.7339647060838335,11.56617587527036
560,2015,Arauca,"Boys, girls and adolescents or minors (<18 years)",53.600760784991785,275.03437929741216
561,2015,Arauca,Adults or of legal age (> 18 years),1.3503659491722257,20.152351779452662
562,2015,Casanare,"Boys, girls and adolescents or minors (<18 years)",56.70964660936008,376.8333489695719
563,2015,Casanare,Adults or of legal age (> 18 years),4.392630922364641,17.90670606142
564,2015,Putumayo,"Boys, girls and adolescents or minors (<18 years)",40.99055803697631,213.9758471098605
565,2015,Putumayo,Adults or of legal age (> 18 years),2.8861139437785006,27.376366374000273
566,2015,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",8.515711487694798,168.90390256911726
567,2015,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,11.048909840895698
568,2015,Amazonas,"Boys, girls and adolescents or minors (<18 years)",51.81347150259067,346.8344012697666
569,2015,Amazonas,Adults or of legal age (> 18 years),4.745634016704632,24.05002405002405
570,2015,Guainía,"Boys, girls and adolescents or minors (<18 years)",10.785159620362382,258.3979328165375
571,2015,Guainía,Adults or of legal age (> 18 years),0.0,44.61099214846538
572,2015,Guaviare,"Boys, girls and adolescents or minors (<18 years)",8.152949329419917,134.34653008102777
573,2015,Guaviare,Adults or of legal age (> 18 years),0.0,23.92426262004853
574,2015,Vaupés,Adults or of legal age (> 18 years),0.0,8.298066550493735
575,2015,Vichada,"Boys, girls and adolescents or minors (<18 years)",11.737778038617291,116.77934849416104
576,2015,Vichada,Adults or of legal age (> 18 years),5.137954066690644,15.623372565357776
577,2016,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",54.06463270454527,279.11205252330234
578,2016,Bogotá D.C.,Adults or of legal age (> 18 years),1.7866303895619946,18.97475996437071
579,2016,Bolívar,"Boys, girls and adolescents or minors (<18 years)",31.187691257850233,191.97270709298868
580,2016,Bolívar,Adults or of legal age (> 18 years),0.7287758606114138,18.693482538717625
581,2016,Boyacá,"Boys, girls and adolescents or minors (<18 years)",27.959435124632737,190.87132761054212
582,2016,Boyacá,Adults or of legal age (> 18 years),2.7927110242267683,15.057835778330405
583,2016,Caldas,"Boys, girls and adolescents or minors (<18 years)",50.27515456213058,219.7661060728225
584,2016,Caldas,Adults or of legal age (> 18 years),2.6703220408381254,14.224867804473721
585,2016,Caquetá,"Boys, girls and adolescents or minors (<18 years)",20.826391202932356,193.05852153842835
586,2016,Caquetá,Adults or of legal age (> 18 years),2.7316060477757897,12.108003390240949
587,2016,Cauca,"Boys, girls and adolescents or minors (<18 years)",19.193777877919228,126.45973783588143
588,2016,Cauca,Adults or of legal age (> 18 years),1.9344064273877561,16.390075044690274
589,2016,Cesar,"Boys, girls and adolescents or minors (<18 years)",34.9566537493508,214.4665536794091
590,2016,Cesar,Adults or of legal age (> 18 years),2.5024477066630797,22.114711736247223
591,2016,Córdoba,"Boys, girls and adolescents or minors (<18 years)",14.665913608407624,136.53945794812805
592,2016,Córdoba,Adults or of legal age (> 18 years),0.7279556820580764,10.726851454561057
593,2016,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",46.6282377904973,249.1745067002344
594,2016,Cundinamarca,Adults or of legal age (> 18 years),1.6434700006464316,18.74490106739431
595,2016,Chocó,"Boys, girls and adolescents or minors (<18 years)",11.560179627406518,104.91264881631163
596,2016,Chocó,Adults or of legal age (> 18 years),0.7119667369140513,21.054109060284933
597,2016,Huila,"Boys, girls and adolescents or minors (<18 years)",27.985389696551525,188.0229861881238
598,2016,Huila,Adults or of legal age (> 18 years),2.1098381754119457,15.362102993787461
599,2016,La Guajira,"Boys, girls and adolescents or minors (<18 years)",15.183146707155057,124.08475185511627
600,2016,La Guajira,Adults or of legal age (> 18 years),0.36085189916354526,11.545657983652706
601,2016,Magdalena,"Boys, girls and adolescents or minors (<18 years)",23.30136964660906,160.40320474826646
602,2016,Magdalena,Adults or of legal age (> 18 years),1.282100593612575,12.62932167655534
603,2016,Antioquia,"Boys, girls and adolescents or minors (<18 years)",34.71966177518865,157.972292110394
604,2016,Antioquia,Adults or of legal age (> 18 years),1.082455604661956,13.574987483612459
605,2016,Meta,"Boys, girls and adolescents or minors (<18 years)",84.41508609748466,378.74355674071154
